,,,,,,,,,ATM_IV,VIX,IV_Skew,PCR,5_Day_Historical_RV,IVP,ATM_IV_minus_RV,FII_Derivative_Positioning,Days_to_Expiry,Event_Impact_Score,Next_5_Day_Volatility
39.49174236,40.37953196,7.196901488,1.35046978,20.93568723,88.63360884,18.55605513,29466124.54,7,0,30.3974258,,,,,,,,,
50,50,7.406342552,0.8256551467,26.88031764,86.00970669,21.38613711,-24678517.17,5,1,47.38281215,,,,,,,,,
50,35.63669578,6.825294843,1.413706972,32.54654765,53.62612506,17.45345235,24136012.71,3,0,40.7301687,,,,,,,,,
50,50,8.667180068,0.9629863269,29.21572158,71.14073278,20.78427842,-29415438.84,5,1,52.04893866,,,,,,,,,
50,40.97555681,5.908962817,1.364732427,32.75205203,52.66219033,17.24794797,-3772381.775,3,0,41.36559338,,,,,,,,,
42.72400209,30.57852381,7.089265475,1.291365524,23.29967101,83.36740492,19.42433108,-2072636.533,1,0,31.44630714,,,,,,,,,
24.88490403,23.81771353,4.594526562,1.13568615,15.07850676,65.03559953,9.80639727,-22609671.68,3,0,17.99165023,,,,,,,,,
50,41.49947538,5.371824254,1.309539626,31.23172934,60.09360051,18.2483955,2308709.371,1,1,51.93452406,,,,,,,,,
23.20082094,26.91643084,4.614231999,1.048733172,12.1085495,91.60693814,11.09227145,-63477006.93,6,0,16.80612824,,,,,,,,,
50,50,4.405853758,1.295171847,33.34866563,49.93103638,16.65133437,-2655369.22,6,0,48.18523198,,,,,,,,,
37.65628341,41.66733233,7.349624255,1.422923442,21.81307048,72.63174134,15.84321293,13354968.49,4,0,34.49461032,,,,,,,,,
50,34.52434695,10,1.035399273,27.58286414,81.27196563,16.69160959,-25048280.03,7,1,42.63557377,,,,,,,,,
36.49235177,27.95461448,7.570160306,1.481010848,20.53930184,77.67084811,15.95304993,6390045.663,5,0,24.3219568,,,,,,,,,
26.48365394,35.1467897,5.297076798,0.5598182805,16.22505467,63.22690111,5.844656948,4604324.282,6,1,26.2861118,,,,,,,,,
50,33.72117156,4.60273435,0.7654778583,25.93607181,92.78169945,16.2795155,5809466.387,7,1,42.4466024,,,,,,,,,
29.50006948,23.78973316,3.605938659,0.8814579674,18.94459454,55.71760808,5.638796691,-40344531.63,5,1,27.61886297,,,,,,,,,
43.95189462,46.8414163,9.388243463,1.078044573,19.93890187,95,9.362361209,2855129.876,1,2,44.28467188,,,,,,,,,
43.76199976,35.7280045,5.66304987,0.7561016022,23.55506567,85.78593827,12.91326747,-51668367.41,5,1,39.88246457,,,,,,,,,
50,29.79614915,8.85384435,0.9029412815,28.08976591,78.00077136,21.91023409,-18883240.68,5,1,42.19234498,,,,,,,,,
50,32.18491721,8.866286191,1.102895302,29.55989714,69.1480852,19.42708438,-115796.8581,7,1,46.50578112,,,,,,,,,
11.42903172,10,4.087240519,1.154244072,6.224064398,83.62650175,5.204967323,6250304.517,1,0,7.047124592,,,,,,,,,
42.73748967,40.33592694,4.240611571,0.5233748951,25.69494832,66.32642782,17.04254135,-36279102.83,1,0,35.44729476,,,,,,,,,
41.26758709,24.17464297,4.762773468,1.279683506,25.05599381,64.70145787,16.21159328,-8525106.744,2,0,28.9942751,,,,,,,,,
42.83649335,30.71959686,5.063587268,1.186276467,23.90050107,79.22843217,18.93599228,23836405.22,5,0,33.61106954,,,,,,,,,
43.17956403,25.37215266,3.019356548,1.56454055,25.5946135,68.7056694,17.58495053,-29390670.55,5,0,36.76712439,,,,,,,,,
21.66281162,28.25338268,7.311660409,1.044279271,12.80490931,69.17583011,8.85790231,-64609101.19,4,0,16.35473236,,,,,,,,,
30.99344985,16.73549932,3.113242967,1.113008455,16.57561309,86.98222308,14.41783676,15887028.64,5,0,20.03202975,,,,,,,,,
50,50,9.820449445,1.209244327,31.60083437,58.22367036,18.39916563,-28266229.97,1,2,60,,,,,,,,,
29.71079119,30.59028311,5.34778269,0.8771595824,18.27144514,62.60777931,11.43934605,-19172834.85,3,0,22.55101271,,,,,,,,,
39.76692762,48.97918903,6.781225491,1.327750241,25.48666299,56.03034274,14.28026463,3918058.793,7,0,42.51364186,,,,,,,,,
26.21958459,35.67482684,6.031036838,0.550121171,16.70618783,56.94534773,9.513396754,2317758.541,7,0,20.67336749,,,,,,,,,
48.096861,34.13562955,3.943017034,1.03893272,25.43086562,89.12789566,22.66599538,30646199.87,2,0,35.23122391,,,,,,,,,
50,47.79263468,8.228217934,0.9008243985,27.18477301,83.92649439,20.90086586,-7255302.594,1,1,46.33958535,,,,,,,,,
50,50,10,1.004626891,33.30642263,50.12119601,16.69357737,2049161.409,3,1,55.96868169,,,,,,,,,
27.18300241,26.40771532,2.747577954,0.821352878,17.87997965,52.03038787,9.303022761,-50787260.25,7,0,21.44918947,,,,,,,,,
39.29598511,20.31312191,7.044474817,0.7108716877,20.3343126,93.24963617,18.96167252,18846438.35,6,0,23.64439161,,,,,,,,,
21.86902276,15.0560074,10,0.5,11.87453344,84.16742738,6.349652187,-20741516.94,6,1,16.50276616,,,,,,,,,
50,37.46655118,7.717994069,1.181179279,26.26127796,90.39439011,20.28056838,96932017.39,5,1,46.51910206,,,,,,,,,
48.32228072,32.82710349,4.306013398,1.186642292,24.80038946,94.84484631,23.52189127,-6408146.567,1,0,33.00525937,,,,,,,,,
50,43.43743344,9.561819014,0.8662511557,32.28581274,54.86678437,15.99984515,12731852.52,5,1,58.19767154,,,,,,,,,
33.11332383,32.50420706,7.888992802,1.092775081,16.70731355,95,10.88712297,19131229.58,7,1,28.28580024,,,,,,,,,
47.6374402,31.75902301,9.346594909,0.8972857434,29.01642088,64.17407369,18.62101932,-2660207.002,4,0,37.8295589,,,,,,,,,
38.21626523,21.70060437,5.731065206,1.159671321,20.4162169,87.18583081,17.80004833,13102805.21,4,0,22.34767219,,,,,,,,,
50,50,7.441918922,1.083073959,27.69372501,80.54631505,22.30627499,67663434.55,2,0,43.84425846,,,,,,,,,
33.30557333,24.58019495,7.321385906,1.285321106,16.80006961,95,16.50550372,-22612585.24,3,0,19.51419722,,,,,,,,,
28.61377138,37.37978201,7.727906966,0.6658573345,17.14083786,66.93332978,6.703971632,-67298058.87,1,1,31.32924611,,,,,,,,,
48.10685207,29.54552405,2.49353692,0.9519692759,25.57745395,88.08303656,22.52939812,-39086847.39,7,0,35.74031366,,,,,,,,,
43.86722058,35.17951962,10,1.113655369,29.55390228,48.43122968,14.31331829,29917844.81,2,0,39.89461349,,,,,,,,,
42.20712729,38.91746594,5.325102158,1.278843719,23.35074886,80.75277815,18.85637843,-14371728.47,7,0,26.88994311,,,,,,,,,
45.41502919,39.73334775,5.239399641,0.5307009021,24.79325901,83.17490725,20.62177018,69957350.57,5,0,35.40064259,,,,,,,,,
48.718813,48.3156723,7.036974629,1.08751815,19.37678052,95,13.10242814,21813397.53,1,2,44.22606476,,,,,,,,,
43.81748622,42.88572399,5.227266327,1.057867004,20.54032436,95,15.97424748,-19590768.87,1,1,35.08399875,,,,,,,,,
30.3856878,15.43334013,5.289329572,1.460895272,18.42600376,64.90655381,11.95968405,-23355513.72,5,0,20.08813094,,,,,,,,,
21.74562466,27.32533875,7.672115628,1.690009206,9.118499275,95,9.002854608,-13388022.64,2,1,14.34701644,,,,,,,,,
32.60600526,24.44329845,3.581409293,1.3421549,18.93663766,72.18476612,13.6693676,-61934413.85,2,0,24.48809493,,,,,,,,,
26.98878506,23.53781416,1.992507901,1.265191553,14.67648469,83.89134478,12.31230037,8332328.447,4,0,19.48580121,,,,,,,,,
50,50,4.268422647,1.182145312,31.72245145,57.61707472,18.27754855,20805694.99,1,0,46.91063743,,,,,,,,,
14.90994423,20.44695756,4.673244432,1.093054965,9.97121252,49.52990119,4.938731709,-29019882.95,2,0,11.18276205,,,,,,,,,
50,50,4.721789975,1.160536303,29.30716724,70.6067311,18.71238075,-46547316.96,1,2,60,,,,,,,,,
41.46412212,27.08471482,3.51462194,1.462006656,26.98556812,53.65295234,14.478554,-27316666.98,4,0,29.68850833,,,,,,,,,
50,50,8.947342882,0.5,30.52635905,63.79287134,19.47364095,29916818.46,3,2,60,,,,,,,,,
50,50,7.886479612,1.337441892,30.35759884,64.70340839,19.64240116,24096632.02,3,1,56.55520809,,,,,,,,,
50,50,10,1.015290315,29.76009255,68.0102302,20.23990745,6460114.077,7,2,60,,,,,,,,,
50,32.36316778,7.535419844,0.7238227167,28.5675037,75.02404312,21.4324963,49256097.59,4,0,35.8303871,,,,,,,,,
50,50,9.110846871,1.024178747,28.57191529,74.9970189,21.42808471,-50672635.92,6,2,57.08896084,,,,,,,,,
27.1932043,39.71801142,7.737298336,1.208867105,16.61016426,63.7142407,10.58304004,-6251347.547,1,0,23.45473169,,,,,,,,,
50,48.37676305,8.853514649,1.367417357,32.03581358,56.07532447,17.96418642,16806486.21,7,0,44.82879776,,,,,,,,,
47.89661528,41.47331223,9.874991238,1.19394939,25.08903513,90.9065655,14.82481094,23693072.59,2,1,40.57180746,,,,,,,,,
34.40170704,12,6.822046775,0.5,18.33008984,87.67887846,10.33799936,24112647.33,2,1,25.00530404,,,,,,,,,
30.16168795,21.81967812,5.394628086,1.246131443,12.86853172,95,12.26620824,21717529.31,6,1,19.49182703,,,,,,,,,
50,47.07627067,8.058389763,1.196836137,31.04566373,61.05308762,18.95433627,39584781.33,6,0,47.94362492,,,,,,,,,
12,15.73682315,0.5204802565,1.152741843,5.201585082,95,4.798414918,22835052.64,5,1,7.023457751,,,,,,,,,
12,17.84590188,6.341163091,0.6646726155,6.351473253,88.93254402,3.648526747,-34632434.61,6,1,10.55227213,,,,,,,,,
50,50,9.812690257,1.209400476,31.10402974,60.75087511,18.89597026,-13645110.01,2,1,47.06857659,,,,,,,,,
34.61199868,32.28462049,5.636879862,0.9962353166,18.45478481,87.55026969,16.15721387,-50857509.63,1,0,25.79312562,,,,,,,,,
35.90344062,21.24815275,6.396535975,0.8824156278,18.26652774,95,11.65300611,29889437.27,1,1,29.64270048,,,,,,,,,
34.73884222,42.13598043,4.056366748,0.9485472523,17.84194578,94.70321597,11.10708941,35837509.44,7,1,32.94797074,,,,,,,,,
50,50,10,0.8227658268,31.99726953,56.26333353,18.00273047,-36611113.25,4,1,56.89687465,,,,,,,,,
50,37.77440141,8.393931174,0.9454732568,28.96624908,72.61468636,21.03375092,-11399098.78,5,1,47.40092261,,,,,,,,,
37.63487618,31.27475973,6.00998962,0.7052818567,18.69500943,95,12.66738738,-52662753.08,2,1,33.63490117,,,,,,,,,
50,47.5563949,9.398633251,1.049133061,30.33992856,64.79933331,19.66007144,-3630450.93,7,1,48.15705688,,,,,,,,,
40.82089638,35.2550104,5.514464633,1.425519061,23.45896596,74.00978559,17.36193041,-24809885.19,1,0,30.35799202,,,,,,,,,
50,48.65734172,7.782299687,0.9643537472,28.92990449,72.83154189,21.07009551,-35031280.57,1,1,48.78779699,,,,,,,,,
46.26432275,50,3.837184381,1.197932428,26.61130853,73.85211516,19.65301422,-742975.4726,3,0,42.41818584,,,,,,,,,
50,36.86847155,9.128821506,0.6806446081,29.74455393,68.09799909,20.25544607,56455456.8,1,1,49.66409007,,,,,,,,,
46.45794418,34.5454837,6.256039136,0.8766832578,31.36894094,48.10172986,15.08900323,23853476.99,7,0,37.40396885,,,,,,,,,
50,50,9.212788045,1.048186548,29.81584915,67.69604566,20.18415085,-7552052.795,6,1,51.18274738,,,,,,,,,
50,43.87667939,10,0.6295615746,30.12749791,65.96134252,18.4598653,-1457156.003,5,1,51.11965663,,,,,,,,,
14.11122328,10,0.9371855911,1.201950944,8.529919738,65.43207568,5.581303539,56349723.4,2,0,9.854016328,,,,,,,,,
48.27051549,48.98178792,4.55808478,1.223638436,28.34725642,70.28284772,19.92325907,37759175.32,3,0,38.09959758,,,,,,,,,
40.85236093,35.9049208,7.113560911,0.7731154747,24.46302116,66.99638476,16.38933978,-9319899.781,1,0,37.5539896,,,,,,,,,
50,50,7.482821409,0.6727785827,31.53869122,58.53543081,18.46130878,15035310.19,5,0,48.18190785,,,,,,,,,
38.68143757,34.8235078,7.726232736,0.6493837265,23.10192767,67.43813816,15.5795099,-29957746.52,4,0,32.54195511,,,,,,,,,
50,27.95384242,9.428784861,0.9677487339,26.24751343,90.49423532,18.03479072,742751.1428,2,1,42.29992736,,,,,,,,,
50,37.01931018,10,0.5,29.53045327,69.31673736,20.46954673,22926406.53,7,0,42.74917855,,,,,,,,,
24.11021506,12,6.941784175,0.6478903568,10.06814725,95,10.02369863,30610526.06,4,1,12.27274667,,,,,,,,,
23.7300329,29.29401088,7.024175468,1.011954791,13.94519677,70.16635406,5.829830654,-19204023.6,5,1,24.30473243,,,,,,,,,
37.56671276,48.31059184,5.833451271,1.241707442,21.64615552,73.54912162,15.92055725,30052698.23,4,0,34.9069845,,,,,,,,,
50,30.95047192,9.419762728,0.8032608066,28.22511819,77.14717672,13.91871369,4453218.911,6,1,46.85912722,,,,,,,,,
46.36224952,43.02351614,3.269007585,0.5171493628,23.67053675,95,14.96467118,-8655881.553,2,1,45.5499595,,,,,,,,,
50,43.14160771,7.719914216,1.049931519,32.81177078,52.38433895,17.18822922,57278420.51,5,1,53.65147423,,,,,,,,,
34.21491104,34.33896323,5.467597637,1.059580885,20.12906125,69.97767867,14.0858498,-10810142.42,1,0,25.24013227,,,,,,,,,
29.47212415,29.76344181,7.178837971,0.8296755352,16.21691934,81.73688563,13.25520481,-33238940.5,4,0,20.84033153,,,,,,,,,
50,41.24681653,8.190533535,1.038631396,32.08645538,55.82899205,17.91354462,-20173003.44,3,0,43.03591055,,,,,,,,,
39.4988362,36.71643166,8.012749183,1.070829188,22.57727329,74.94954194,16.92156291,21769864.68,4,0,31.09452141,,,,,,,,,
47.17796246,34.86184861,9.242077965,1.192101133,30.87785112,52.78900817,16.30011135,-29601169.91,5,0,45.14692647,,,,,,,,,
49.39875228,40.32197299,10,0.8181387769,25.85680364,91.04740465,15.30882326,24880909.54,3,1,44.88011377,,,,,,,,,
13.25687476,19.64429373,6.261388573,1.477392643,10.88304988,21.81212899,2.373824878,-25604501.57,7,0,13.36028089,,,,,,,,,
38.39059085,33.47226469,6.783510151,0.9206951743,21.08141091,82.10636379,17.30917994,-2252185.603,7,0,25.78639208,,,,,,,,,
47.74608923,37.60594137,8.274371763,1.216894154,30.5606753,56.2337506,17.18541393,66304410.17,7,0,41.83204095,,,,,,,,,
50,46.85568033,10,1.145173583,28.51450566,75.34934882,21.48549434,-26475007,5,1,50.03158774,,,,,,,,,
43.7094108,29.55620625,6.186264415,1.034313928,21.43279658,95,22.27661422,-60601690.49,5,0,27.13996438,,,,,,,,,
33.82180866,29.85412361,6.457127627,1.016776198,18.70273773,80.8388117,9.482102825,41024669.78,3,1,31.99785707,,,,,,,,,
13.55939515,18.03403142,3.604791306,0.9937347551,8.122833217,66.92938028,5.436561933,-42009461.39,7,0,9.904357963,,,,,,,,,
50,50,10,0.6296733484,31.92482811,56.61791453,18.07517189,-24372221.73,5,1,54.25656169,,,,,,,,,
34.81889572,36.20581678,6.405485135,1.296197721,21.07536342,65.21136568,13.74353231,21861983.37,3,0,28.71347286,,,,,,,,,
38.53973509,30.06715847,8.978901131,1.017601181,23.16679148,66.35767242,15.3729436,20660430.04,1,0,32.30488353,,,,,,,,,
24.74988436,38.10140896,2.193934419,0.5,17.84533755,38.69104065,6.904546807,-71219060.41,5,0,25.22447543,,,,,,,,,
50,50,9.563589474,0.6092631748,30.23658711,65.36257819,19.76341289,-10292746.19,1,1,55.37000588,,,,,,,,,
46.94034261,37.34600168,6.568270633,1.423620829,22.51917083,95,16.59778134,25565792.18,2,1,35.79115969,,,,,,,,,
29.16001094,33.50031588,9.061585997,1.114432458,14.40325524,95,9.89675388,60855462.3,4,1,24.89734037,,,,,,,,,
50,49.25626834,7.903403736,1.110050461,30.31527711,64.93334309,19.68472289,-37165114.22,1,0,41.7289027,,,,,,,,,
49.201649,35.8489636,4.419898955,1.286213023,23.83168316,95,25.36996584,32044155.83,4,0,32.12382456,,,,,,,,,
50,50,8.033678681,0.532684865,30.98221033,61.38293386,19.01778967,-19859782.22,3,1,56.48346121,,,,,,,,,
41.2871065,23.16066083,3.704137851,0.9937805416,27.49007297,50.18914845,13.79703353,31248757.43,2,0,35.54168577,,,,,,,,,
28.54345748,30.54354037,4.912872551,0.8180096301,17.02809691,67.62564618,11.51536057,-31210293.92,3,0,22.27434902,,,,,,,,,
14.42627379,12.36970591,3.005550426,0.6324076979,7.814248956,84.61497542,6.612024833,-6901053.924,5,0,8.691038365,,,,,,,,,
42.07720269,25.68528761,7.213596924,1.072123364,21.81413638,92.88961045,13.25019919,11622194.69,6,1,30.88369797,,,,,,,,,
27.60745068,30.70580272,2.764038244,0.6663467805,20.05156519,37.68227278,7.555885492,28627325.18,4,0,25.62643225,,,,,,,,,
45.96208864,46.72406453,9.474451994,1.483717187,23.91943405,92.15374643,14.38230649,17109248.09,6,1,44.47574561,,,,,,,,,
34.35116688,29.7440036,3.858473229,0.6238701004,21.03944742,63.27029027,13.31171946,-12876903.35,3,0,28.57761224,,,,,,,,,
50,43.90651288,10,0.5612842804,25.27599028,95,18.15259102,-15067935.73,7,2,51.23640842,,,,,,,,,
47.29529809,29.46646918,5.210778034,1.16173362,26.23818604,80.25368831,21.05711204,53369448.62,4,0,36.18388869,,,,,,,,,
35.83415215,28.6829788,5.192523471,1.535508937,17.96389124,95,11.89790222,8315921.01,5,1,29.40976142,,,,,,,,,
30.73770533,29.25490275,5.026715085,1.066425119,18.52577672,65.91857818,12.21192861,-14264232.61,6,0,27.9965169,,,,,,,,,
36.93473495,32.53831603,7.921542778,0.7410978586,14.60317294,95,16.17577285,16141621.02,5,1,23.09967475,,,,,,,,,
50,50,10,1.020962915,28.54643271,75.15323372,21.45356729,18684910.23,6,1,50.85936234,,,,,,,,,
12,15.01800185,2.956720575,0.9261176766,8.317722524,44.27026107,1.682277476,-40602577.25,4,1,11.67119874,,,,,,,,,
11.53934004,22.29194264,1.532703325,1.035527364,6.407464872,80.09213116,5.13187517,14588227.8,2,0,7.876056405,,,,,,,,,
50,37.57711451,9.069745448,0.7759028865,25.08834854,95,24.91165146,-45192375.93,4,0,32.80192682,,,,,,,,,
49.00649615,27.86199697,8.563263857,1.262797115,32.60624839,50.29786798,16.40024777,-19345592.35,4,0,41.8704405,,,,,,,,,
50,41.47664872,5.333953501,0.8828079054,26.43220315,89.16319504,20.59316569,-29588472.57,3,1,47.24427872,,,,,,,,,
50,44.44031636,4.410975067,0.6625817082,29.05946541,72.06097668,20.94053459,-3875256.575,4,0,46.67395357,,,,,,,,,
50,50,6.570817892,0.5,32.12450824,55.64440589,17.87549176,-13112999.4,7,1,59.47130898,,,,,,,,,
36.74924158,15.46083746,6.974721259,1.735487612,16.89047389,95,13.73389409,-6004692.351,2,1,27.43305466,,,,,,,,,
16.04565886,18.99138221,6.693978144,1.224726357,5.687474182,95,10.35818468,-56844667.05,2,0,6.352736298,,,,,,,,,
37.76888928,31.49641173,3.876211244,0.919703269,23.09646463,63.52671237,14.67242465,-2283667.369,6,0,33.46699902,,,,,,,,,
43.65161071,45.51540913,5.018034309,0.9430494616,27.78465074,57.10692614,15.86695998,-33038632.2,4,0,40.23488388,,,,,,,,,
25.76179779,27.95757913,6.372336816,1.188894404,14.51885748,77.43681161,11.24294031,68505383.12,1,0,15.58423957,,,,,,,,,
22.44719387,25.42900429,3.639948325,1.303315005,13.22262869,69.76347432,9.224565174,-11989196.93,6,0,13.77123295,,,,,,,,,
45.09637099,23.54781387,7.37359797,1.137541771,20.18859301,95,17.39171615,-7734341.011,7,1,31.1223754,,,,,,,,,
50,47.49555811,7.957900266,0.7037486805,24.20512741,95,19.45496354,20851404.87,6,2,46.62885164,,,,,,,,,
40.89450683,28.02141489,9.619749933,0.7296587828,19.80389882,95,14.27485688,39674810.32,4,1,31.24951041,,,,,,,,,
41.83426694,35.49255841,7.747262928,1.326810487,26.39778462,58.47643103,15.43648232,-35328523.27,3,0,36.24701959,,,,,,,,,
50,50,6.287043185,0.6793389737,30.19554949,65.58731618,19.80445051,17191395.76,1,1,54.52820212,,,,,,,,,
27.3146377,33.33994512,5.175614592,1.260597172,18.42888122,48.2164727,8.885756483,28988100.93,5,0,23.50877701,,,,,,,,,
50,36.20234272,7.15982885,0.9961018964,33.30722195,50.11759334,16.69277805,5539817.786,5,0,53.39075257,,,,,,,,,
42.09982159,31.99575966,10,1.015591518,22.82305513,84.46181434,12.26012952,4938759.029,1,1,37.5944836,,,,,,,,,
40.19717183,27.23084105,7.291230215,0.6984677497,20.93837621,91.97845821,19.25879562,-15358267.2,6,0,28.09538369,,,,,,,,,
50,50,8.51283251,1.095295624,27.52659369,81.64252565,19.29698924,-9665376.415,7,2,60,,,,,,,,,
42.78504339,35.22231499,6.213527393,1.018534547,27.42501733,56.00735221,15.36002605,-3233180.543,4,0,32.99907664,,,,,,,,,
50,42.72901804,5.480521385,0.9543367147,24.93011516,95,17.01855993,-12777573.54,7,1,45.12598446,,,,,,,,,
50,50,10,1.186025977,23.14585567,95,20.82837335,26642259.93,5,2,50.34451216,,,,,,,,,
26.94385697,25.26061323,4.615437172,0.998695454,15.06235634,78.88208433,11.88150063,-26155422.28,3,0,18.08725884,,,,,,,,,
50,50,9.326287195,1.369163502,19.42826397,95,20.52701504,25664279.44,5,2,41.72574138,,,,,,,,,
43.61504706,28.90650305,5.550604581,1.181136721,25.61403699,70.27791083,18.00101007,39833991.07,3,0,34.19777043,,,,,,,,,
15.78747603,10,4.592760147,1.285276636,8.10264307,94.84353309,7.684832962,11094857.25,1,0,9.530108475,,,,,,,,,
50,50,10,1.021680373,29.27870816,70.77256186,20.72129184,-53684608.66,3,1,56.59409469,,,,,,,,,
17.02877527,21.06690054,3.401244589,1.275469264,12.5802155,35.36155452,4.448559764,18365910.45,2,0,15.97350055,,,,,,,,,
39.61487109,22.83297783,3.564188865,0.9937060128,21.10611994,87.69376465,18.50875115,-19311480.03,2,0,24.53919476,,,,,,,,,
12,12,5.266542581,0.6828950488,5,95,5,-15829763.52,2,1,6.865478695,,,,,,,,,
50,50,6.59359927,0.9105867477,27.71647514,80.39811967,22.28352486,10858811.19,2,1,49.57259658,,,,,,,,,
50,42.34421728,4.587474598,0.9570036794,32.14267216,55.55645079,17.85732784,33162197.15,1,0,43.40610674,,,,,,,,,
27.20607517,36.33234125,6.037962729,0.9058729164,18.58611954,46.3784579,8.619955626,-49841281.48,7,0,23.5486213,,,,,,,,,
42.13222019,23.98381536,5.024014414,1.465983756,25.99948264,62.05022524,16.13273754,1727178.626,3,0,32.27529101,,,,,,,,,
48.96326375,50,8.22096552,1.394284553,25.09821108,95,15.70450871,59752396.57,6,1,41.43298985,,,,,,,,,
12.02092441,18.71615261,8.927149874,1.286852031,5,95,5.017437011,-32969428.41,4,1,7.120240501,,,,,,,,,
50,45.07515634,6.399069056,0.6918506621,30.39837797,64.48246036,19.60162203,-6012247.904,2,0,44.657879,,,,,,,,,
23.54607863,31.70208232,5.67605875,0.9800279652,11.88382635,95,11.66225228,-18479753.45,2,0,16.80670091,,,,,,,,,
47.62285982,39.48957235,8.149397999,1.285806026,28.6561038,66.18749064,18.96675602,21099748.8,7,0,39.80126773,,,,,,,,,
24.01188849,27.39172544,2.014707561,1.039906221,13.72043609,75.00820185,10.2914524,-37514322.96,5,0,15.68384024,,,,,,,,,
49.0645642,27.81795674,6.069288333,1.002857913,28.25040475,73.6773849,20.81415944,-47114478.67,2,0,35.93225581,,,,,,,,,
50,40.29279745,5.523844266,0.9837978394,26.16183897,91.11806347,17.34688478,24961095.08,4,1,43.07873929,,,,,,,,,
15.2163465,18.12748343,3.618353627,0.959720298,10.4843317,45.13415764,4.732014797,7159748.822,4,0,12.4327054,,,,,,,,,
31.61017034,16.38130163,5.019347335,1.279246038,22.51701604,40.38347836,9.093154299,-35585844.28,6,0,28.30664244,,,,,,,,,
50,50,9.840319199,0.640918622,31.10196988,60.76152154,18.89803012,-2054171.698,7,0,46.355426,,,,,,,,,
50,45.56078666,8.170566201,1.020859999,24.8800412,95,8.993394782,-38454984.39,5,2,51.61001886,,,,,,,,,
50,50,9.525466838,1.493147779,30.40185007,64.46367533,19.59814993,27668513.59,6,1,57.00793639,,,,,,,,,
30.76027985,32.19863037,7.115119407,1.145949705,22.02394257,39.66745397,8.736337282,8348603.86,1,0,31.20749113,,,,,,,,,
42.8764845,43.65445728,4.518557042,0.8510910612,26.59705887,61.20761585,16.27942562,-21439839.7,6,0,36.60066682,,,,,,,,,
48.03456383,20.76485291,9.270980772,1.091017713,29.30031746,63.93871463,18.73424637,-17404626.96,7,0,36.78571897,,,,,,,,,
50,25.574925,5.40822279,0.8804249007,25.04082978,95,17.25464651,-13775812.64,1,1,38.69801688,,,,,,,,,
50,22.98640519,8.45923245,0.8919906028,30.59820192,63.40829483,19.40179808,-32250280.91,3,0,36.26058956,,,,,,,,,
36.64864791,34.29646184,6.206010637,0.786271423,22.85234574,60.37149237,13.79630217,40199544.76,6,0,25.83069728,,,,,,,,,
50,29.05899865,9.258144118,1.046104529,26.78928521,86.64178462,22.58436612,34894289.74,7,2,54.35441936,,,,,,,,,
34.82576027,15.44632673,7.219513536,0.6254836564,22.29556427,56.20039865,12.530196,-12037890.1,6,0,31.98396177,,,,,,,,,
50,50,8.917929133,1.350703278,20.42438631,95,18.56290358,-9435261.666,4,2,41.51703899,,,,,,,,,
39.2010616,37.21576511,5.790370037,1.183886825,24.92297967,57.2888239,14.27808193,-33687899.27,4,0,35.45825966,,,,,,,,,
50,46.88405465,8.724007372,1.43659868,31.19790686,60.26716222,18.80209314,-4818535.649,6,0,44.49327164,,,,,,,,,
50,42.09852763,9.200412922,1.074631348,32.84249505,52.24178285,17.15750495,14677372.75,2,0,49.24426952,,,,,,,,,
50,48.2577678,7.513513422,1.130191624,28.27579502,76.82968757,21.72420498,35435791.77,2,0,42.07353176,,,,,,,,,
43.82856934,38.66634888,5.93981788,0.9244826978,24.32293641,80.19440007,19.50563293,-26883910.17,7,0,37.2672279,,,,,,,,,
50,50,8.718534226,0.9167747706,32.2145171,55.20952819,17.7854829,-50542224.69,2,1,58.93025807,,,,,,,,,
50,36.56366137,4.600800438,0.5774652578,27.85032149,79.53114123,22.14967851,-30214437.76,6,0,32.32497284,,,,,,,,,
14.065366,10,2.414270062,1.415571214,6.092752982,95,7.972613015,16686440.63,6,0,5.280149103,,,,,,,,,
47.16877417,36.59883592,4.566648627,0.9570620808,24.0016229,95,15.30568891,-1305274.281,7,1,39.35428892,,,,,,,,,
20.91011859,24.36096709,10,1.199141074,8.270664351,95,5.669414711,29771491.01,3,2,13.33723135,,,,,,,,,
50,50,7.188093941,0.7597966771,22.42252723,95,14.43050037,1247654.784,4,2,47.41196642,,,,,,,,,
50,46.230866,9.428551365,1.091809985,31.0754534,60.89869825,18.9245466,48471182.1,2,1,55.21398854,,,,,,,,,
25.95648691,31.71113113,4.443363845,1.199173098,16.66051276,55.79644685,9.29597415,-47569762.15,6,0,20.26126456,,,,,,,,,
48.7897627,36.83972262,9.57326171,0.800399259,29.1181119,67.55812626,19.6716508,-74711461.78,2,0,41.55855059,,,,,,,,,
50,50,10,1.052216812,30.09630657,66.13334224,19.90369343,40596674.81,4,0,45.95676216,,,,,,,,,
33.80545719,50,5.645616946,0.7559372282,16.76875805,95,11.40245627,-23873604.47,2,1,30.50494283,,,,,,,,,
37.15319881,23.99298255,6.856010907,0.8182994855,22.362468,66.14086963,14.79073081,4127724.155,7,0,30.07147757,,,,,,,,,
50,50,9.980597904,1.004675372,18.63774466,95,17.04999279,4031702.178,5,2,39.78744403,,,,,,,,,
42.56310293,35.54036318,5.424819411,0.9992420017,27.05064168,57.34600102,15.51246125,9804523.552,5,0,33.94457249,,,,,,,,,
